identifier,name,thumbnail,description,mimetype,url,media,agegroup,domain,curriculargoal,competencies,language,category,sourceorg,audience,keywords,status,learningoutcomes,createdon,lastupdatedon
do_3134985019263385601110,ADDITION 0 - 9,https://obj.diksha.gov.in/ntp-content-production/content/do_3134985019263385601110/artifact/do_3134985037625589761523_1647766573419_book.thumb.jpeg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_3134985019263385601110/kudika-telugu.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyao2q2ofu5lnecrnk46u5a2ghxb5lc26viot4blo77gtrq/master.m3u8""}]",6-8,,,,Telugu,Activities,K RAGHU BABU,{Teacher},"{DJP,Observation, Calculation, Items, Addition}",Live,,NOW(),
do_31320045430372761612989,MATHEMATICS,https://obj.diksha.gov.in/ntp-content-production/content/do_31320045430372761612989/artifact/1-additions.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31320045430372761612989/raju9.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyap5mvv3msbyv3bcwymsofyegrkan5auevx7vj4rkglfga/master.m3u8""}]",3-6,,,,Telugu,Activities,N.BALA SWAMY,{Teacher},"{DJP, Activity based learning, Claculation Process,Items,Observation,Addition}",Live,,NOW(),
do_3134985238196551681524,PATTERNS,https://obj.diksha.gov.in/ntp-content-production/content/do_3134985238196551681524/artifact/do_3134985037625589761523_1647766573419_book.thumb.jpeg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_3134985238196551681524/patterns-telugu.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhya3tcbar3y35hocqdx26zga6y63kscwbiedvzo6le2axtq/master.m3u8""}]",3-6,,,,Telugu,Activities,K RAGHU BABU,{Parent},"{DJP,Patterns,Observation, Identification}",Live,,NOW(),
do_31320040705302528013419,HOW MANY,https://obj.diksha.gov.in/ntp-content-production/content/do_31320040705302528013419/artifact/1_math_how_many9_1537532516715.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31320040705302528013419/how-many.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyawq5vq5uetu6xf2vinrb3cwldkocw7agi4fvkgcvtpjja/master.m3u8""}]",3-6,,,,Telugu,Activities,RAVI MADHAVARAM,{Parent},"{DJP,How many, Total, Items, Observation, Calculation}",Live,,NOW(),
do_31320537697619968016966,1st maths,https://obj.diksha.gov.in/ntp-content-production/content/do_31320537697619968016966/artifact/numbers_6182_1529407350_1529407350191.thumb.jpg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31320537697619968016966/ramesh-mstr.mp4,[],3-6,,,,Telugu,Activities,K Ramesh Babu,{Parent},"{DJP,Subtraction, Calculation,Things,Identification, Learning}",Live,,NOW(),
do_31320535161676595215187,NUMBERS CLASS 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31320535161676595215187/artifact/numbers-images.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31320535161676595215187/numbers-class-1.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyaug2e5v6xg7ukc3nvmeuzy55vazxn3qd2l5tu4i6fbhwq/master.m3u8""}]",3-6,,,,Telugu,Rhymes / Lullabies,Ramesh kalamata,{Parent},"{DJP,Objects,Observation,Identification, Calculation}",Live,,NOW(),
do_3131813463702241281958,సంఖ్యారేఖ పై కూడిక,https://obj.diksha.gov.in/ntp-content-production/content/do_3131813658098647041959/artifact/whatsapp-image-2020-12-27-at-12.46.43-pm.jpeg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_3131813463702241281958/whatsapp-video-2020-12-27-at-11.23.59-am.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyaeklxv476dhfzp4e373h57ktouyf6bn2egoopxqq7tfha/master.m3u8""}]",3-6,,,,Telugu,Activities,KOLLURI VENKATA NAGA LAKSHMI NARASAMAMBA,{Teacher},"{DJP, Number line, Addition, Calculation}",Live,,NOW(),
do_31320536783437004817952,Subtraction,https://obj.diksha.gov.in/ntp-content-production/content/do_31320536783437004817952/artifact/assetsmaths2222_5888_1517067471_1517067471737.thumb.jpg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31320536783437004817952/untitled-4_540p.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyadxxemmgfcc5wv372xqphfwbvavtkkktcngmmb5smj3vq/master.m3u8""}]",3-6,,,,Telugu,Rhymes / Lullabies,Rajeev B,{Parent},"{DJP,Things,Observation, Subtraction}",Live,,NOW(),
do_31320543280570368018329,అంకెలు,https://obj.diksha.gov.in/ntp-content-production/content/do_31320543280570368018329/artifact/icon.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31320543280570368018329/whatsapp-video-2021-01-30-at-12.35.18-pm.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyap7sjqxnd44tn3w4ylcmfrmiyngvpebr5q2qhqf3rkhsq/master.m3u8""}]",3-6,,,,Telugu,Activities,Y LAKSHMEE PRASAD,{Teacher},"{DJP, Objects, Observation, Identification, Matching,Numbers}",Live,,NOW(),
do_3131816541390602241403,అమరిక,https://obj.diksha.gov.in/ntp-content-production/content/do_3131816541390602241403/artifact/img-20201227-wa0025.thumb.jpg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_3131816541390602241403/720_30_13.23_dec272020_01.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhya2c7r2pcrwx467pgp76tx5ll5ufw6452f7v6fm5nkqwla/master.m3u8""}]",3-6,,,,Telugu,Activities,KOLLURI VENKATA NAGA LAKSHMI NARASAMAMBA,{Parent},"{DJP, Pattern, Observation,Identification}",Live,,NOW(),
do_313097368378859520185,పడవ అభినయ గేయం,https://obj.diksha.gov.in/ntp-content-production/content/do_313097368378859520185/artifact/20200810_223458.thumb.jpg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_313097368378859520185/2160_25_119.07_aug302020.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyaivm42nrlehk5o4d6k4a7fvb7ojbqthdk4xpzteovw2ca/master.m3u8""}]",3-6,,,,Telugu,Songs,M.MANGA RANI,{Parent},"{DJP,Boat, Rhyme,Song,Action, Learning,Playing}",Live,,NOW(),
do_3130977320139243521192,మేలుకొలుపు అభినయ గేయం,https://obj.diksha.gov.in/ntp-content-production/content/do_3130977320139243521192/artifact/womans.thumb.jpg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_3130977320139243521192/meelukolupu-geeyn.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhya4ovr32tox23w3pnb7m6bdeimmg24uw5qhjqzxor72unq/master.m3u8""}]",3-6,,,,Telugu,Songs,M N V PRASAD,{Parent},"{DJP,Song, Acting, Playing,Learning}",Live,,NOW(),
do_31309378464463257611337,ప డ వ అనే అక్షరాలు గుర్తించుట,https://obj.diksha.gov.in/ntp-content-production/content/do_31309378464463257611337/artifact/chitraalu.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31309378464463257611337/padalu-gurtinchuta.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyajqf7pknp5fzqobk37p763m5j2nms5r4x2hafzjcp2w2a/master.m3u8""}]",3-6,,,,Telugu,Activities,M N V PRASAD,{Teacher},"{DJP,Observation,Identification,Naming the letters,Identifying the letters,Pictures}",Live,,NOW(),
do_3130980476972974081512,బావ బావ పన్నీరు( చదవండి కృత్యం ),https://obj.diksha.gov.in/ntp-content-production/content/do_3130980476972974081512/artifact/baav-1-.thumb.jpg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_3130980476972974081512/baav-baav-pnniiru-cdvnddi-krtyn.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyam2z32x4xvqn5xrwnyul3yxqzi7qxkgnhi2re37ceusja/master.m3u8""}]",3-6,,,,Telugu,Activities,M N V PRASAD,{Parent},"{DJP,Observation,Identification,Letters, Words, Items, Mark, Enircle the words}",Live,,NOW(),
do_31320009662688460814712,తెలుగు గేయం ´ఆట ´,https://obj.diksha.gov.in/ntp-content-production/content/do_31320009662688460814712/artifact/_90010195_gettyimages-531592676_8704_1533758258_1533758258557.thumb.jpg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31320009662688460814712/untitled-2_1080p.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyazkdpdvtbgluvjkagdc2aimvs5ffge4lc264o7qcwgadq/master.m3u8""}]",3-6,,,,Telugu,Songs,Vysyaraju venkataramana raju,{Parent},"{DJP, Song, Rhyme, Play, Learn, Relation,Things}",Live,,NOW(),
do_3131825836948029441576,1_Telugu_Two letter words_Three letter words learning game,https://obj.diksha.gov.in/ntp-content-production/content/do_3131825836948029441576/artifact/img-20201228-wa0000.thumb.jpg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_3131825836948029441576/telugu_vrnnmaal_aatt_carromstelugu_varnamala_game_for_primary_school_children.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyaregt2gn6elr2wg3xfn6ji4jur3nww7oos4aq42v6qiaa/master.m3u8""}]",3-6,,,,Telugu,Activities,Ksunil karunakar,{Teacher},"{DJP,Playing,Learning,Carrom board,Telugu Alphabets, Two letter words, Three letter words, Carrom coins}",Live,,NOW(),
do_31319641359962931211499,achchula geeyam,https://obj.diksha.gov.in/ntp-content-production/content/do_31319641359962931211499/artifact/img_20210117_175044.thumb.jpg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31319641359962931211499/untitled-329_1080p_1.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhya4eso3h2q2gxi3qkcj3zinkkrxqh5m5s57zrdgceib3ca/master.m3u8""}]",3-6,,,,Telugu,Songs,Usharani Adusumalli,{Parent},"{DJP,Letters Song,Vowels song,Mother, Goddess, Cow, Squirrel, Things and their significance}",Live,,NOW(),
do_3130980591076966401655,ఉడత (చదవండి కృత్యం),https://obj.diksha.gov.in/ntp-content-production/content/do_3130980591076966401655/artifact/udata-removebg-preview__1_-removebg-preview.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_3130980591076966401655/uddt-cdvnddi-krtyn.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyardwnxmqumwjcp2bt25v4o7rsh5dqj7d3pd3tyc7opavq/master.m3u8""}]",3-6,,,,Telugu,Activities,M N V PRASAD,{Teacher},"{DJP,Letters,Words, Encircle,Images, Observation, Identification}",Live,,NOW(),
do_31319638943000985612262,anandam anandam,https://obj.diksha.gov.in/ntp-content-production/content/do_31319638943000985612262/artifact/img_20210117_174844.thumb.jpg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31319638943000985612262/untitled-337_1080p.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhya2zurqqwaeeb4siy4fsoeczwu2nf5g64fbewqdmrd6cvq/master.m3u8""}]",3-6,,,,Telugu,Songs,Usharani Adusumalli,{Teacher},"{DJP,Children,Images, Games, Happiness}",Live,,NOW(),
do_31275192205466828818090,"palaka, పలక, palka telugu lesson,",https://obj.diksha.gov.in/ntp-content-production/content/do_31275192205466828818090/artifact/index_1556631178292.thumb.jpg,,video/x-youtube,https://youtu.be/ZayQ9lld-EQ,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://youtu.be/ZayQ9lld-EQ""}]",3-6,,,,Telugu,Activities,M.MANGA RANI,{Teacher},"{DJP, Images, Letters, Words of different types}",Live,,NOW(),
do_3131893977412648961238,1-Telugu,https://obj.diksha.gov.in/ntp-content-production/content/do_3131893977412648961238/artifact/4f2663c4c6a135a6dccfda7700394e8d_1496476658109.thumb.jpeg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_3131893977412648961238/1telugu.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyait44xcilfip3rma652zwae7wlnr7rud4uztljmjbaama/master.m3u8""}]",3-6,,,,Telugu,Activities,M Naga Anil Kumar,{Teacher},"{DJP,Telugu vowels,Letters,Words, Images,Names}",Live,,NOW(),
do_31320482696676966417328,"""ఆ"" అక్షర పరిచయం",https://obj.diksha.gov.in/ntp-content-production/content/do_31320482696676966417328/artifact/img-20210123-wa0000.thumb.jpg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31320482696676966417328/aa-akssr-pricyn.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyaykrcjefnc4627omexgpsyhoifb7wuzrfjwfxaclvjega/master.m3u8""}]",3-6,,,,Telugu,Activities,PEKALA RAMAKRISHNA,{Teacher},"{DJP,Introduction,Second vowel,Images, Letters, Words, Identification}",Live,,NOW(),
do_31320548219190476816297,1st class telugu lesson,https://obj.diksha.gov.in/ntp-content-production/content/do_31320548219190476816297/artifact/boat_1544690960644.thumb.jpg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31320548219190476816297/1st-class-telugulesson.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyavoqp7vjtcn45k55vps6xhtva7zuhqkxduwadjrkt4eea/master.m3u8""}]",3-6,,,,Telugu,Activities,GANESH MURAPAKA,{Teacher},"{DJP,Boat,Image,Observation,Identification,Writing,Drawing}",Live,,NOW(),
do_31319613848724275213031,జడ - దండ,https://obj.diksha.gov.in/ntp-content-production/content/do_31281112182713548811247/artifact/kisspng-classroom-student-cartoon-classroom-education-5ae1a965a9b749.0540146415247384056952_1563857647889.jpg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31319613848724275213031/untitled-18_1440p.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyazaboira7llmaymq3be5tj7jl3zsdqjcdzrvs7mb64yna/master.m3u8""}]",3-6,,,,Telugu,Activities,singitam vsl poornima S.V.S.L.POORNIMA,{Teacher},"{DJP,Teacher,Student, Letters,Words,Naming,Writing,Garland}",Live,,NOW(),
do_31320478671770419215329,AMMAVODI,https://obj.diksha.gov.in/ntp-content-production/content/do_31320478671770419215329/artifact/img-20210123-wa0000.thumb.jpg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31320478671770419215329/whatsapp-video.mp4.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhya7z4v7x3xbp3podgmagg5hkjk44ookif5c3advmd2dpjq/master.m3u8""}]",3-6,,,,Telugu,Activities,Gurugubelli Madhubabu,{Teacher},"{DJP,Reading, Writing, Letters,Vowels,Words}",Live,,NOW(),
do_31320484504756224016742,GALA GALA MATALU,https://obj.diksha.gov.in/ntp-content-production/content/do_31320484504756224016742/artifact/playing-games_1555930272355.thumb.jpg,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31320484504756224016742/untitled-1_1080p_1.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyat6dynsdn77z4sbguhvfmlj6q5tplot5d2rce3uidrgrq/master.m3u8""}]",3-6,,,,Telugu,Rhymes / Lullabies,VENKATA NAGESWARI,{Parent},"{DJP, Rhyme,Song,Story,Words,Functions}",Live,,NOW(),
