identifier,name,thumbnail,description,mimetype,url,media,agegroup,domain,curriculargoal,competencies,language,category,sourceorg,audience,keywords,status,learningoutcomes,createdon,lastupdatedon
do_31260042813538304023085,Action Time,https://obj.diksha.gov.in/ntp-content-production/content/do_31260042813538304023085/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/S0ItCLaOpoo?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/S0ItCLaOpoo?autoplay=1&enablejsapi=1""}]",3-6,,,,Marathi,Activity,,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_312604613536432128112845,The Game Of Addition,https://obj.diksha.gov.in/ntp-content-production/content/do_312604613536432128112845/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/AQ7THUKx6Es?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/AQ7THUKx6Es?autoplay=1&enablejsapi=1""}]",3-6,,,,Marathi,Activity,,{Teacher},"{EJP, Mathematical Activity}",Live,,NOW(),
do_3130143206780354561265,Daily words,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143206780354561265/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/mQWHePGmW2Y?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/mQWHePGmW2Y?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,Marathi,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_31260042833274470413025,Rainbow And The Colours,https://obj.diksha.gov.in/ntp-content-production/content/do_31260042833274470413025/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/tRNy2i75tCc?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/tRNy2i75tCc?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Songs,,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_31260042815035801613010,"Rain, Rain",https://obj.diksha.gov.in/ntp-content-production/content/do_31260042815035801613010/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/0HkoKsrBGyc?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/0HkoKsrBGyc?autoplay=1&enablejsapi=1""}]",3-6,,,,Marathi,Songs,,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143213220003841245,Let’s know new words,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143213220003841245/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/5jilWfk1ANk?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/5jilWfk1ANk?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_31260042824285388813017,Magic Words,https://obj.diksha.gov.in/ntp-content-production/content/do_31260042824285388813017/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/KSt1yGziFiQ?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/KSt1yGziFiQ?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,,{Teacher},"{EJP, Manners Activity}",Live,,NOW(),
do_31260042837159116823099,Brush Your Teeth,https://obj.diksha.gov.in/ntp-content-production/content/do_31260042837159116823099/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/lnHIgRhJctc?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/lnHIgRhJctc?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_31260042836525875213026,Let's Talk,https://obj.diksha.gov.in/ntp-content-production/content/do_31260042836525875213026/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/hzo9me2fdzg?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/hzo9me2fdzg?autoplay=1&enablejsapi=1""}]",3-6,,,,Marathi,Activity,,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_31260042840530124813029,Traffic Signals,https://obj.diksha.gov.in/ntp-content-production/content/do_31260042840530124813029/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/it-dTcFGsFc?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/it-dTcFGsFc?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,,{Teacher},"{EJP, To understand traffc rules}",Live,,NOW(),
do_31260042827211571223095,Myself,https://obj.diksha.gov.in/ntp-content-production/content/do_31260042827211571223095/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/zr0OGUsajco?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/zr0OGUsajco?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143213649510401324,"Row, row, row your boat",https://obj.diksha.gov.in/ntp-content-production/content/do_3130143213649510401324/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/vuUXkNZujGk?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/vuUXkNZujGk?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_31260042825884467213019,In The Street,https://obj.diksha.gov.in/ntp-content-production/content/do_31260042825884467213019/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/pzyeifT-grU?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/pzyeifT-grU?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_312999575017644032117,1.5 Rhyming Words,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_312999575017644032117/1bryscltde5kmk1p9v9uuep9nb9ihux0c.jpg,,video/x-youtube,https://www.youtube.com/embed/zAlaEAluKtE?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/zAlaEAluKtE?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Rhymes / Lullabies,IT MSCERT,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_31260042838287155223101,Who Are You Dear?,https://obj.diksha.gov.in/ntp-content-production/content/do_31260042838287155223101/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/R69YKFmlcnA?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/R69YKFmlcnA?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_31260042839947673613028,Bingo,https://obj.diksha.gov.in/ntp-content-production/content/do_31260042839947673613028/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/MTHwfs9-51k?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/MTHwfs9-51k?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_31260042833922457623096,How Are You?,https://obj.diksha.gov.in/ntp-content-production/content/do_31260042833922457623096/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/g3J8dirGgOw?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/g3J8dirGgOw?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,,{Teacher},"{EJP, Activity / Emotions}",Live,,NOW(),
do_31260042839200563213027,Word Bag,https://obj.diksha.gov.in/ntp-content-production/content/do_31260042839200563213027/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/RnoC7v6MoqA?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/RnoC7v6MoqA?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143213327073281276,Clap your hands,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143213327073281276/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/3pnUsSrP5Nw?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/3pnUsSrP5Nw?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143213031997441323,My Fruit Basket,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143213031997441323/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/EORF-bNun5g?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/EORF-bNun5g?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143210225827841254,Let's Talk,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143210225827841254/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/1yJJy99AFEk?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/1yJJy99AFEk?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP,  Talking Activity}",Live,,NOW(),
do_3130143210047406081253,Requests,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143210047406081253/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/t_hNmt77wpA?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/t_hNmt77wpA?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Activity - Manners}",Live,,NOW(),
do_3130143214534574081180,Have a fun with animals,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143214534574081180/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/sZcDsrFA6Yw?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/sZcDsrFA6Yw?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, identification / Listen and Say}",Live,,NOW(),
do_3130143214261780481241,Number Song,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143214261780481241/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/qWhMAJ6fCAM?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/qWhMAJ6fCAM?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP,  Number identification}",Live,,NOW(),
do_3130143209852436481266,Let’s find,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143209852436481266/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/0UorN5869YU?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/0UorN5869YU?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,Marathi,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143214796144641325,One and Many,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143214796144641325/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/divS1GirUfo?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/divS1GirUfo?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP,  One and More}",Live,,NOW(),
do_312604613010702336112844,Let's Know New Words,https://obj.diksha.gov.in/ntp-content-production/content/do_312604613010702336112844/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/arQxkdRYyE4?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/arQxkdRYyE4?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Songs,,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_31260042829022822413021,Days Of The Week,https://obj.diksha.gov.in/ntp-content-production/content/do_31260042829022822413021/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/mXMofxtDPUQ?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/mXMofxtDPUQ?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Songs,,{Teacher},{EJP  Days of Week},Live,,NOW(),
do_313014322000633856190,Let’s Talk,https://obj.diksha.gov.in/ntp-content-production/content/do_313014322000633856190/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/rx1GJSnJxac?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/rx1GJSnJxac?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,Marathi,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143219894435841256,Farm House,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143219894435841256/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/gEJUg26Gfzw?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/gEJUg26Gfzw?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143213749125121288,Let’s speak,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143213749125121288/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/d0CnSr_g6yY?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/d0CnSr_g6yY?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143213542440961287,The Game of Addition,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143213542440961287/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/E54XqOFlkDs?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/E54XqOFlkDs?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Addition}",Live,,NOW(),
do_312999575635238912140,6.6 My Vegetables,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_312999575635238912140/1bryscltde5kmk1p9v9uuep9nb9ihux0c.jpg,,video/x-youtube,https://www.youtube.com/embed/JbbizhKGlhc?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/JbbizhKGlhc?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,IT MSCERT,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143219376865281326,Rainbow and The Colours,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143219376865281326/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/QgTC5U3Li4M?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/QgTC5U3Li4M?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP,  Identification  of colours}",Live,,NOW(),
do_313014321506828288189,Magic Words,https://obj.diksha.gov.in/ntp-content-production/content/do_313014321506828288189/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/wvQOrS-qO0g?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/wvQOrS-qO0g?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Magic Words Activity}",Live,,NOW(),
do_3130143226801684481251,The Fox and The Crane,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143226801684481251/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/6fWdc01svlY?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/6fWdc01svlY?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Stories,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143214928773121333,My Grandfather had a Farm,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143214928773121333/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/FUcqSuRjutg?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/FUcqSuRjutg?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143226926448641271,English Letters,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143226926448641271/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/8kg9h7K14JM?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/8kg9h7K14JM?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Alphabets}",Live,,NOW(),
do_313014321979949056134,Twinkle Twinkle Little Star,https://obj.diksha.gov.in/ntp-content-production/content/do_313014321979949056134/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/YzuQVwH09FE?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/YzuQVwH09FE?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Rhymes / Lullabies,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143214107361281332,Odd man out,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143214107361281332/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/IEXeLSKMT4c?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/IEXeLSKMT4c?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,Marathi,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_31260042841039667213030,Dressing Dolly,https://obj.diksha.gov.in/ntp-content-production/content/do_31260042841039667213030/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/l1HHTxO43ws?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/l1HHTxO43ws?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Songs,,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143219613368321291,Let’s Play,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143219613368321291/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/OMkXQ4ttmRE?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/OMkXQ4ttmRE?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,Marathi,Toys and Games,Satej More,{Teacher},"{EJP,  Game Identification}",Live,,NOW(),
do_3130143219107758081270,A Vegetable Basket,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143219107758081270/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/u_PjiZr0Fm4?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/u_PjiZr0Fm4?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_312604614049210368218988,"Words (g, J, K, Q)",https://obj.diksha.gov.in/ntp-content-production/content/do_312604614049210368218988/artifact/1a5v3fhefi6up6zvvtxwltpt1hz1-jsqe.thumb.png,,video/x-youtube,https://www.youtube.com/embed/RNjbjFc7Yk8?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/RNjbjFc7Yk8?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,,{Teacher},"{EJP,  Alphabets}",Live,,NOW(),
do_3130143223699456001296,Get Ready For The School,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143223699456001296/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/EI-xyeQLnxw?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/EI-xyeQLnxw?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143218271682561292,Myself,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143218271682561292/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/lspDkSy4E8I?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/lspDkSy4E8I?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143215472640001290,In The Street,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143215472640001290/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/ehbiAqh4oF0?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/ehbiAqh4oF0?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143220133806081293,Brush Your Teeth,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143220133806081293/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/FZ5t_gwwnWU?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/FZ5t_gwwnWU?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143213941882881289,Let’s Know New words,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143213941882881289/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/_GYC8vVK0ws?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/_GYC8vVK0ws?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143219268075521334,My Vegetables,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143219268075521334/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/pZTI1iOPMC0?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/pZTI1iOPMC0?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Vegetables Identification}",Live,,NOW(),
do_3130143226468106241257,Fun Time,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143226468106241257/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/40hObtxKz0w?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/40hObtxKz0w?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP,  Alphabets}",Live,,NOW(),
do_3130143223094886401250,Who are You Dear?,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143223094886401250/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/nvyGJVhdpGg?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/nvyGJVhdpGg?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_312999575620681728120,Rainbow and Colors,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_312999575620681728120/1bryscltde5kmk1p9v9uuep9nb9ihux0c.jpg,,video/x-youtube,https://www.youtube.com/embed/9fygS6vgQ7A?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/9fygS6vgQ7A?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,IT MSCERT,{Teacher},"{EJP, Colours Identification}",Live,,NOW(),
do_3130143215355248641255,Let's Know New Words,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143215355248641255/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/St29OhFfqX0?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/St29OhFfqX0?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,English,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
do_3130143223225876481327,Word Bag,https://obj.diksha.gov.in/ntp-content-production/content/do_3130143223225876481327/artifact/logo.thumb.jpg,,video/x-youtube,https://www.youtube.com/embed/vTyOYwgDjkA?rel=0?autoplay=1&enablejsapi=1,"[{""mimetype"":""text/html; charset=utf-8"",""url"":""https://www.youtube.com/embed/vTyOYwgDjkA?rel=0?autoplay=1&enablejsapi=1""}]",3-6,,,,Marathi,Activity,Satej More,{Teacher},"{EJP, Activity}",Live,,NOW(),
